Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.36837,-0.247103,0.00911749,0.000354894,-4.36489e-06,-8.50613e-08,6.8283e-10,2.77556e-17,-1.73472e-18,-0.170118,-0.0132435,0.000244326,6.34047e-06,-5.84087e-08,-9.12839e-10,1.38778e-17,1.73472e-18,0.3,-5.07802e-18,4.48049e-17,7.88931e-18,-5.55112e-17,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.223579,0.0107207,0.000321109,-5.13241e-06,-7.69753e-08,7.90785e-10,1.38778e-17,-3.46945e-18,-0.200031,-0.0119828,0.000287289,5.73594e-06,-0.00159763,0.0017538,-0.000645573,8.01709e-05,0.3,-7.9868e-17,-1.53649e-17,5.32927e-17,0,5.55112e-17,-1.38778e-17,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.196458,0.0121513,0.000282157,-5.81728e-06,-6.7611e-08,8.74837e-10,-5.55112e-17,3.46945e-18,-0.226725,-0.00911434,0.000325624,5.0423e-06,-0.00213016,0.00202362,-0.000683548,8.01709e-05,0.3,5.42453e-17,-3.40476e-17,-8.30884e-18,5.55112e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,-0.166176,0.0133865,0.000238665,-6.40872e-06,-5.72513e-08,9.70786e-10,-6.245e-17,9.54098e-18,-0.249771,-0.00890621,0.000358731,4.26011e-06,-1.24086e-07,4.5806e-08,-1.93455e-08,2.72275e-09,0.3,-4.12573e-17,-1.08625e-17,5.21693e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.13322,0.0144063,0.000191333,-6.89664e-06,-4.57554e-08,9.90784e-10,-6.245e-17,6.07153e-18,-0.268798,-0.00713998,0.00038604,3.51229e-06,-2.3273e-07,8.99484e-08,-2.57939e-08,2.72275e-09,0.3,6.57747e-17,-7.82051e-18,-4.89946e-17,5.55112e-17,0,0,0,0,0,0,0,0,0,0,0
2.36837,-0.0981204,0.0151942,0.000140923,-7.27453e-06,-3.40227e-08,1.13496e-09,-2.08167e-17,4.33681e-18,-0.2835,-0.00525869,0.000407199,2.49794e-06,-1.08013e-07,2.62833e-09,1.38778e-17,-3.46945e-18,0.3,2.10253e-17,6.47449e-17,-1.06185e-17,-5.55112e-17,5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,-0.061442,0.0157377,8.82425e-05,-7.53318e-06,-2.05827e-08,9.35446e-10,6.93889e-18,-1.73472e-18,-0.293641,-0.00329319,0.000421661,1.6221e-06,5.13903e-05,-6.08539e-05,2.38564e-05,-3.09936e-06,0.3,-8.92424e-17,1.66741e-17,4.84644e-17,-5.55112e-17,0,-1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,-0.023775,0.016028,3.415e-05,-7.6757e-06,-9.50525e-09,1.47668e-09,9.99634e-17,-1.26852e-17,-0.299056,-0.00127377,0.000487413,5.04068e-07,-0.000103093,8.69399e-05,-2.75266e-05,3.09936e-06,0.3,9.40749e-17,3.67932e-17,-2.15078e-17,-1.66533e-16,5.55112e-17,-2.77556e-17,3.46945e-18,0,0,0,0,0,0,0,0
2.36837,0.0142746,0.0160603,-2.05104e-05,-7.68291e-06,7.98138e-09,2.38828e-10,9.50628e-16,-1.34007e-16,-0.29966,0.000763995,0.000429993,-1.20186e-07,2.73562e-08,-3.64958e-08,2.14273e-14,-2.99066e-15,0.3,-7.08943e-17,3.5882e-17,8.14101e-17,-1.66533e-16,1.11022e-16,-4.16334e-17,6.93889e-18,0,0,0,0,0,0,0,0
2.36837,0.0520945,0.0158343,-7.4798e-05,-7.59391e-06,1.08096e-08,3.07381e-09,9.33975e-15,-1.30538e-15,-0.295442,0.00279445,0.000425212,-1.90814e-06,-0.000723892,0.000794331,-0.000292361,3.63071e-05,0.3,4.70741e-17,-1.87839e-17,-4.16013e-18,0,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.0890761,0.0153533,-0.000127981,-7.31909e-06,4.72096e-08,-3.60887e-09,9.15934e-14,-1.2791e-14,-0.286471,0.00540912,0.000409363,-9.58239e-07,-0.000964044,0.00091624,-0.000309559,3.63071e-05,0.3,-2.25031e-17,5.08422e-18,3.575e-18,5.55112e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.124625,0.0146259,-0.000178875,-7.07426e-06,4.47875e-09,1.17539e-08,9.07302e-13,-1.26694e-13,-0.27289,0.00669245,0.000396741,-6.28021e-06,-2.25256e-06,1.12256e-06,-2.80075e-07,3.94188e-08,0.3,1.89042e-17,-1.57861e-18,-2.21782e-17,0,0,0,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,0.158168,0.0136616,-0.000227426,-6.37244e-06,1.43714e-07,-2.41603e-08,8.98057e-12,-1.25405e-12,-0.254918,0.0084464,0.000354942,4.34111e-06,1.61514e-06,2.61485e-07,-3.73255e-07,3.9393e-08,0.3,-1.34695e-17,3.43014e-18,2.10089e-17,-5.55112e-17,0,-1.38778e-17,0,0,0,0,0,0,0,0,0
2.36837,0.189166,0.012481,-0.000271073,-6.36516e-06,-1.41914e-07,5.8739e-08,8.88985e-11,-1.24138e-11,-0.232844,0.0102095,0.000360369,-2.14821e-05,-8.89375e-06,2.46989e-06,2.03524e-09,-2.84201e-10,0.3,2.08104e-18,-2.05767e-18,2.0788e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.21712,0.0110916,-0.000313249,-4.40485e-06,5.58368e-07,-1.36578e-07,8.80005e-10,-1.22884e-10,-0.207024,0.0114715,0.000237048,3.30316e-05,6.78259e-05,-6.17927e-05,2.19746e-05,-2.85507e-06,0.3,4.32835e-18,3.80968e-18,1.72753e-18,0,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.241581,0.0095421,-0.000343675,-6.67756e-06,-1.01241e-06,2.92199e-07,8.71115e-09,-1.21643e-09,-0.177872,0.0133311,0.000448554,-9.6018e-05,-0.000141844,9.28359e-05,-2.51326e-05,2.82441e-06,0.3,-1.71864e-17,-3.74928e-18,2.41253e-17,-5.55112e-17,0,0,0,0,0,0,0,0,0,0,0
2.36837,0.262155,0.0077964,-0.000384167,1.09632e-06,2.90865e-06,-9.4736e-07,8.62315e-08,-1.20414e-08,-0.145859,0.0131596,-0.000115993,0.00020026,0.000115505,-3.60124e-05,1.97418e-06,-2.75674e-07,0.3,2.19343e-17,2.96154e-18,-7.93255e-18,-5.55112e-17,5.55112e-17,0,0,0,0,0,0,0,0,0,0
2.36837,0.27851,0.00602435,-0.000382486,-1.48366e-05,-3.74754e-06,-4.56996e-07,8.53604e-07,-1.19197e-07,-0.111499,0.0169946,0.000910402,-0.000504558,-0.00184169,0.0018178,-0.000641239,7.93307e-05,0.3,-1.07573e-17,2.51891e-17,2.45251e-18,-5.55112e-17,5.55112e-17,-1.38778e-17,1.73472e-18,0,0,0,0,0,0,0,0
2.36837,0.290385,0.00392631,-0.000458407,1.95631e-05,3.60029e-05,-2.57199e-05,8.44981e-06,-1.17993e-06,-0.0753444,0.0122254,-0.00165882,0.000998486,-0.00108425,0.00140767,-0.000506202,5.50463e-05,0.3,6.26407e-18,7.93772e-18,-8.35937e-19,0,0,1.38778e-17,-1.73472e-18,0,0,0,0,0,0,0,0
2.36837,0.297586,0.0022714,-0.000383077,-0.000136331,0.000178491,-0.000194612,8.36445e-05,-1.16801e-05,-0.0379777,0.026683,0.00318755,-0.0041915,0.00347239,-0.00433265,0.00191495,-0.000267404,0.3,-5.98739e-18,2.18698e-17,2.92169e-18,-5.55112e-17,5.55112e-17,-1.38778e-17,1.73472e-18,0,0,0,0,0,0,0,0
